site,i
208-104266-12,9900
222-111269-12,9901
52-26071-12,9902
74-37478-12,9903
59-29879-12,9904
67-33636-12,9905
247-123576-12,9906
210-105427-12,9907
0-399-12,9908
173-86823-12,9909
99-49574-12,9910
6-3466-12,9911
202-101449-12,9912
93-46630-12,9913
57-28860-12,9914
85-42909-12,9915
101-50789-12,9916
114-57434-12,9917
18-9438-12,9918
146-73325-12,9919
71-35819-12,9920
95-47999-12,9921
149-74989-12,9922
234-117070-12,9923
69-34724-12,9924
171-85805-12,9925
216-108028-12,9926
114-57192-12,9927
53-26960-12,9928
124-62039-12,9929
127-63896-12,9930
62-31189-12,9931
86-43078-12,9932
163-81650-12,9933
133-66930-12,9934
238-119152-12,9935
80-40361-12,9936
224-112386-12,9937
161-80802-12,9938
142-71143-12,9939
135-67621-12,9940
221-110968-12,9941
34-17250-12,9942
21-10941-12,9943
197-98842-12,9944
111-55922-12,9945
243-121673-12,9946
123-61524-12,9947
149-74665-12,9948
65-32889-12,9949
211-105700-12,9950
13-6555-12,9951
1-971-12,9952
43-21591-12,9953
110-55321-12,9954
108-54233-12,9955
224-112489-12,9956
131-65672-12,9957
236-118224-12,9958
70-35098-12,9959
219-109986-12,9960
35-17653-12,9961
208-104028-12,9962
161-80965-12,9963
223-111823-12,9964
246-123468-12,9965
17-8987-12,9966
26-13213-12,9967
11-5690-12,9968
252-126306-12,9969
19-9714-12,9970
139-69844-12,9971
215-107880-12,9972
152-76450-12,9973
168-84270-12,9974
140-70430-12,9975
142-71494-12,9976
135-67549-12,9977
183-91771-12,9978
27-13685-12,9979
43-21527-12,9980
63-31727-12,9981
120-60004-12,9982
150-75360-12,9983
14-7181-12,9984
14-7228-12,9985
237-118695-12,9986
42-21287-12,9987
166-83192-12,9988
179-89562-12,9989
174-87282-12,9990
217-108605-12,9991
2-1182-12,9992
77-38532-12,9993
49-24652-12,9994
158-79188-12,9995
142-71058-12,9996
100-50213-12,9997
90-45050-12,9998
